ChannelName,post_body_text,published_at,LikesCount,SharesCount,CommentsCount,ViewsCount,is_safety_related,compound_score,sentiment,cluster
11Alive News,"Chanell Crosby, 35, was found dead inside the back of a vehicle around 2 p.m. on July 19 in the area of the West End MARTA station, police said. The discovery of her body came a day after her family filed a missing persons report with Atlanta Police on July 18. Her family said she was last seen on July 14.

Her death came two years after both her 13-year-old son, Jamiren Crosby, and her brother were both shot and killed months apart in 2022.

An autopsy report for Chanell's death was released to 11Alive on Tuesday. Her cause of death was revealed to be a gunshot wound to the head, with her manner of death being ruled a homicide, according to the Fulton County Medical Examiner.

Click the link in the bio for the full story. 

#11Alive #Atlanta #Crime",2024-07-31T17:00:20.000Z,555.0,0.0,80.0,0.0,True,-0.981,negative,1
FOX 5 Atlanta,Atlanta police are investigating a shooting that left a man injured at the Edgewood-Candler Park MARTA Station on Tuesday afternoon. https://t.co/yrWsTIxiPl,2024-07-16T18:50:08.000Z,2.0,2.0,0.0,1226.0,True,-0.4019,negative,1
SKYFOX Traffic,"Northwest Atlanta: MARTA bus fire still blocks 3 right lanes on I-75 SB at Moores Mill Rd. Avoid and use an alt. 
#fox5atl https://t.co/cFahjIaiHt",2024-07-03T20:34:46.000Z,0.0,0.0,0.0,386.0,True,-0.6705,negative,2
11Alive,"Atlanta leaders and advocates continue to call for MARTA to delay renovations on their Five Points station because of concerns over street access closures. ----

11Alive believes that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku, Apple TV and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-06-25T21:26:37.000Z,9.0,0.0,0.0,400.0,True,0.5647,positive,0
Atlanta News First ,"The shooting happened just after 2 p.m. Friday on College Avenue near the East Lake MARTA station.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2024-06-23T03:59:41.000Z,6.0,0.0,0.0,871.0,True,0.5849,positive,1
Rough Draft Atlanta,Suspect in custody after shooting near East Lake MARTA station - Rough Draft Atlanta https://t.co/ue8TJw22UE,2024-06-22T03:27:31.000Z,2.0,0.0,0.0,522.0,True,-0.296,negative,1
Atlanta News First ,"The shooting happened along the 2220 block of College Avenue, not far from the East Lake MARTA station and a neighborhood restaurant.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2024-06-21T23:25:49.000Z,6.0,0.0,0.0,715.0,True,0.2246,positive,1
Anthony LaMesa,"RT @AlexIp718: My question is, does MARTA and the City of Atlanta have evacuation plans if say, an electrical fire, a medical emergency, or…",2024-05-30T14:54:38.000Z,0.0,6.0,0.0,0.0,True,-0.6124,negative,2
Alex Ip 葉清霖 @alexip718@journa.host,"My question is, does MARTA and the City of Atlanta have evacuation plans if say, an electrical fire, a medical emergency, or even police activity occurred at Five Points?

That looks like a massive liability issue for me

https://t.co/IFsu02ssjX",2024-05-30T03:06:31.000Z,33.0,6.0,0.0,839.0,True,-0.5106,negative,2
11Alive,"MARTA officials added that the person was transported to the hospital -----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-05-27T21:16:51.000Z,9.0,0.0,0.0,251.0,True,0.6486,positive,0
11Alive,"11Alive believes that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives.

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe 

Download our 11Alive News app: https://interactive.11alive.com/appredirect/ 
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV. 

Follow 11Alive on Social: 

Facebook: https://www.facebook.com/11Alive/
Twitter (X): https://twitter.com/11AliveNews
Instagram: https://www.instagram.com/11Alive/",2024-05-20T15:25:38.000Z,3.0,0.0,0.0,185.0,True,0.6486,positive,0
Atlanta News First ,"The shooting happened around 9:30 a.m. in the station’s bus loop, MARTA police said.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2024-05-14T21:21:51.000Z,12.0,0.0,0.0,1131.0,True,0.5849,positive,1
11Alive News,"Police are investigating after a man was shot and killed inside of a MARTA train car in Atlanta on Thursday afternoon.

MARTA Police said they responded to the GWCC/CNN Center Station around 5:45 p.m. for a call of a person shot on the eastbound Blue Line train. The train was heading from H.E. Holmes. 

When officers got there, they tried to render first aid to the victim but he ultimately died. Police said they are still searching for the suspect.

Click the link in the bio for the full story. 

#11Alive #Marta #Atlanta #Shooting #Crime",2024-05-10T17:00:50.000Z,112.0,0.0,9.0,3396.0,True,-0.9001,negative,1
FOX 5 Atlanta,Manhunt underway for gunman in deadly MARTA train shooting https://t.co/7C8JHgsNKh,2024-05-10T16:50:09.000Z,6.0,4.0,4.0,3075.0,True,0.0,neutral,1
11Alive,"MARTA Police said they responded to the GWCC/CNN Center Station around 5:45 p.m. for a call of a person shot on the eastbound Blue Line train. ----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-05-10T15:54:25.000Z,3.0,0.0,0.0,117.0,True,0.6486,positive,0
FOX 5 Atlanta,Manhunt underway for gunman in deadly MARTA train shooting https://t.co/AOCzfelRck,2024-05-10T08:30:13.000Z,2.0,3.0,0.0,1352.0,True,0.0,neutral,1
Christine Sperow FOX 5,"#BREAKING: Manhunt underway for gunman in deadly MARTA train shooting @FOX5Atlanta #FOXLocal 

https://t.co/1pOJny2TG8",2024-05-10T00:16:09.000Z,2.0,0.0,0.0,296.0,True,0.0,neutral,1
FOX 5 Atlanta,Manhunt underway for gunman in deadly MARTA train shooting https://t.co/wRgee0hKBo,2024-05-10T00:10:08.000Z,3.0,0.0,0.0,2135.0,True,0.0,neutral,1
11Alive News,"Shooting inside MARTA train leaves 1 dead in Atlanta, police say https://t.co/IYpuQ5fEsf",2024-05-10T00:05:03.000Z,1.0,2.0,0.0,1180.0,True,-0.6486,negative,1
11Alive,JUST IN: There has been a deadly shooting inside of a MARTA train at a busy stop in Atlanta.,2024-05-10T00:01:01.000Z,58.0,7.0,38.0,0.0,True,-0.296,negative,1
11Alive,JUST IN: There has been a deadly shooting inside of a MARTA train at a busy stop in Atlanta.,2024-05-10T00:01:01.000Z,58.0,7.0,38.0,0.0,True,-0.296,negative,1
The Atlanta Journal-Constitution,"A man was arrested Friday, several months after a fatal shooting near a downtown Atlanta MARTA station, documents show.",2024-04-27T18:30:06.000Z,1.0,0.0,0.0,0.0,True,-0.765,negative,1
Atlanta Journal-Constitution,"A man was arrested Friday, several months after a fatal shooting near a downtown Atlanta MARTA station, documents show. https://t.co/c43xeOsQJE",2024-04-27T18:30:06.000Z,0.0,0.0,2.0,2593.0,True,-0.765,negative,1
Atlanta News,"A man was arrested Friday, several months after a fatal shooting near a downtown Atlanta MARTA station, documents show.... https://t.co/wiCvFXIx5M",2024-04-26T20:03:03.000Z,0.0,0.0,0.0,158.0,True,-0.765,negative,1
Atlanta Journal-Constitution,"Man arrested in deadly shooting near downtown Atlanta MARTA station
https://t.co/ZnVj9nnhGN",2024-04-26T20:02:10.000Z,0.0,1.0,0.0,2738.0,True,-0.4767,negative,1
11Alive,"The new MARTA infill stations will be at Krog Street, Joseph E. Boone and Armour Yards. ----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-04-12T16:47:28.000Z,3.0,0.0,0.0,117.0,True,0.6486,positive,0
11Alive,"The MARTA airport station has closed for a major renovation project -----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-04-10T16:44:20.000Z,2.0,0.0,0.0,116.0,True,0.6486,positive,0
11Alive,"11Alive believes that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives.

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe 

Download our 11Alive News app: https://interactive.11alive.com/appredirect/ 
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV. 

Follow 11Alive on Social: 

Facebook: https://www.facebook.com/11Alive/
Twitter (X): https://twitter.com/11AliveNews
Instagram: https://www.instagram.com/11Alive/",2024-04-08T21:25:01.000Z,1.0,0.0,0.0,54.0,True,0.6486,positive,0
11Alive,"It will close for six weeks. ----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-04-04T16:52:09.000Z,2.0,0.0,0.0,84.0,True,0.6486,positive,0
11Alive,"It will close for six weeks. ----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-04-02T17:01:38.000Z,1.0,0.0,0.0,150.0,True,0.6486,positive,0
11Alive,"MARTA said the employee had been with the agency for 20 years. ----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-04-02T16:25:33.000Z,2.0,0.0,0.0,233.0,True,0.6486,positive,0
11Alive,"11Alive believes that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives.

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe 

Download our 11Alive News app: https://interactive.11alive.com/appredirect/ 
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV. 

Follow 11Alive on Social: 

Facebook: https://www.facebook.com/11Alive/
Twitter (X): https://twitter.com/11AliveNews
Instagram: https://www.instagram.com/11Alive/",2024-03-27T21:46:36.000Z,5.0,0.0,0.0,213.0,True,0.6486,positive,0
11Alive,"MARTA will hold a public hearing Thursday night on the proposed Rapid Southlake. ---

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-03-27T16:50:33.000Z,5.0,0.0,0.0,116.0,True,0.6486,positive,0
11Alive,"The deadline to apply for the MARTA Rider's Advisory Council is this Friday -----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-03-26T16:50:04.000Z,3.0,0.0,0.0,131.0,True,0.6486,positive,0
11Alive,"The airport station will close for six weeks beginning April 8 ---

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-03-14T16:56:05.000Z,1.0,0.0,0.0,36.0,True,0.6486,positive,0
A PALAVRA DE DEUS,"Vamos dar as boas-vindas aos novos membros: TODOS SEJAM BEM VINDOS (ADM) Cipry Mar Costa, Luzia Vieira Luz, Gildo Portela, Zenilda Clemente, Michele Clemente Leuch, Odilane Nazario, Nina Gonçalves, Michele Coimbra , Adelaide Manhique Mulhovo, Esmeralda Pedro, Ricardo Ramos Dos Santos, Eduardo Pasqua, Afonso Junior, Janette Batista, Adriana Costa Drica, Bilobia Nhassé, Vitorino Sacapule Otall Watson, Rossana DM, Sandro Beijamim, Leonardo Macedo, Matheus Barbosa, Rosa Gomes, Antônio Marcos, Gilson da Silva, Ana Paula Chaves, Abiesia Gomes, Soraia Santos de Jesus, Muapostola Waka Yesu Kresti, Jonh Vicente, Patricia Ribeiro, Ilda Lima ildaakves, Denis Pereira Ataide, Fineza Antibala, Patricia Alves, Jova Diasdasilva, Elizangela Beatriz Nassar, Jéssica Silva, Gireuza Gabriela Gabriela, Agostinho De Ligt Sousa, Jhonatas Oliveira, Sueli Cruz, Rus José Arthur, Viviane Ferreira de Almeida, Wilisoncabeca Fernandes, Adolphus Roberto Mohammed, Toco Guimaraes Júnior, Maria Jesus Moura Tavares, Soleny Tyiteta, José Maria, Fernanda Soza, Wallace Almeida, Maria Carmo, Teresa Casagrande, Joicy Morais, Danilson Massampu, Maria Joana, Paula Ama, Rosana Silva De A Alves Rosana, Ali Omar, Lourdes De Fatima Gaspar, Carlaviera Viera, Alex Nhabomba, Naima Isacksson da Silva, Pedro Telles Ferreira, Ana Maria, Lucas Martins, Cristina G Silva, Pastora Mayra Faria, Anderson Samily, Silvana Godoi, Asas Rasas, Maria Calixto, Priscila Miranda, Franciele Rocha Marcinko, Renaud Line, Célia Mendonça Silva, Ellaine Goulart, Siqueira Regina, Sheila Endres, Valdirene Gomes, Jandy Pódia, Heridan Da Silva, Malena Janeth Hosmany Hosmany, Danielle Souza Dani, Thais Matias Dos Santos Matias, Maria Pires Monteiro, Lu Justynne Ana, Priscila Rodrigues, Iracelma Ribeiro, Lucy Figueira, Sidinei Ribeiro, Roberta Vaz, Carmelia Da Costa, Missão Recomeça, Dayana Larios, Suely Grigoleto, Joice Moura, Adilio Campos, Ana Carla Silva de Oliveira, Solange Costa, Edmara Dourado, Andriele Silva, Vera Rauen Abage Abage, Arilma Silva, Gladstone Heronildes, Mario A Vicente Lacrau, Jaquelyne Martins, Andreia Spier, Lindalva Lima, Celina Macedo, Anatalina Miranda Dos Santos, Wesley Silva, Mary Suely Gouveia, Antônio Silva, Craig T Nduna, Neyrodrigo Azambuja, Daniel Enrique Alexandre, Valéria Oliveira, Mércia Nhamir, Fabrício Dias, Fabio Moreira Landim, Marcone Faustino, Eduardo Afonso, Ana Lourdes, Nayara Amorim, Luciene Pires, Gregory's Paiva, Fernanda Lima, Davi Konstansky, Fabibelalinda Linda, Patricia Santos Leandre, Clauymanu Mirapalheta, Vera74, Vera Caravellas, Elenir Amarante, Felisberto Matsimbe, Thiiago Pereira, Mary Ferreira Ferreira, Ana Vianna, Narcilia Muchanga, Tsambo Tsambo, James Smith, George Helal Filho, Albino Letass Tembe, Aubry Sithole, Davide Fernando Gadaga Gadaga, Açussenia Susan, Lázaro Kambali, Osoria Gil, Hermínia Sérgio Langa, Ivanildes Andrade, Cami Mabota, Bia Marinho, Odorico Munguambe, Belacha Germino, Francisco Antonio, Carla Mabote, Elias Mungoi, Roger Tomás, Safrinha Macete, Ivone Samuel, Antónia Moreno, Isabel Saute, Madalena Lopes, Meuryany Cali, Amílcar Gonçalves, Noemi Pastorio, Luiz Gustavo De Araujo, Maria Alberto, Adilencia Marta Macie, Amanda Santos, Elizeu Belongo, Sonia Costa, Mawara Gulube, Tuitua-lírico Latagao Wassansua, Ana Silva Crump, Danger Drip, Assane Rachide, Manuel Mancano Buangui, Teresa Cahuta, Ana Rodolfo Domingos, Fernandinho Yutube Dobago, Marieth Sebastião, Maura Kayove, Natal Natal Natyx, Degre Ssu, Rita Mavie, Carlos Santana, PV Humberto, Paulo Dos Santos Paunilson, Germano Cipriano Tavares, Christiane Mamusca, Silvano Carlos, Carla Luís, Eliana Araujo, Amine MåChalelisïnhö, Mwata Menga Descarte Descarte, Ju Cossa, Genita Rafael Guambe, Teresa Mara Lídia, Stella Ernesto Matias, Lindeza Pick, Ezequiel Zacarias David Danger, Nayla Linda, Abnildo Paiva, Gloire Ell Power, Jany Miria Jandy, David Walker, Luzia Anita Da Costa, Virginia Macandza, Dsdadiva Tereza, Nelasilvanachihuenodasilva Dasilva Nelasilva, Ofélia Manhique, Bete Evaristo, Edmazia De Abril, Irene Pedro, Selziany Cris Jeicy, Nanda Grança, Rosalda Ramos Hertel Faria, Atall Magrela Da Fidelia, Jucilina Mendes, Mena Kbk Kabuiku Kbk Kbk, Karine Santoss, Rosa Rosária, Kim Fz, Aline Matos, Salva Simone, Jenicleni Samande, Nenilson Rei Mango, Evidênia Celso, Mirsia Matias, José Da Costa Paulo, Adriele Santos, Valdinaira Victória Nadia, Franciane Amaral da Silva, Jotha Huambo, Eva De Carvalho, Mirela Mi, António Salomão Pausado Colossal, Eli Simba, José Naná, Luisiinha Albertina Pedrita, Tal Atlanta Zuma Celia, Elsa Armando Pastola Pastola, Adilson Alberto Adi Beijo, André Mbuta André, Éo Edvanio , Ilze Conceição, Marinalva Pereira, Fausta Cândido Cossa, Wilson M Purinho, Maria Santiago, Manuela Gomes, Lisciany Daiany Monthana, Ütall Pedro Araújoda Araújoda, Lud Mï LLa, Laérçia Clever Motivação, Pëčkënäh Dëtrïïntä, Jandira Ablidosa, Afonso Manuel Pedro Debarr, Franklin Grahams, Silvana Souza, Ëa Boss Pipoca, Amanda Louz, Moises Mabande, (truncated)",2024-03-11T22:38:34.000Z,4.0,0.0,1.0,0.0,True,-0.5859,negative,2
WSB-TV,Crews are investigating the cause of a fire that officials say destroyed a MARTA bus.,2024-03-11T17:01:14.000Z,39.0,7.0,2.0,0.0,True,-0.6808,negative,2
The Atlanta Journal-Constitution,#BREAKING: Atlanta fire crews are at the scene of a fire that gutted a MARTA bus in southwest Atlanta on Monday morning.,2024-03-11T12:33:45.000Z,19.0,7.0,4.0,0.0,True,-0.5859,negative,2
Atlanta Journal-Constitution,#BREAKING: Atlanta fire crews are at the scene of a fire that gutted a MARTA bus in southwest Atlanta on Monday morning.  https://t.co/cqseFN99Q3,2024-03-11T12:33:44.000Z,4.0,2.0,1.0,4340.0,True,-0.5859,negative,2
WSB-TV,Crews are investigating the cause of a fire that officials say destroyed a MARTA bus. https://t.co/m8Remo36nz,2024-03-11T12:30:13.000Z,5.0,3.0,0.0,4965.0,True,-0.6808,negative,2
FOX 5 Atlanta,MARTA bus catches fire on SW Atlanta road https://t.co/KJSDTlHaHz,2024-03-11T11:40:11.000Z,3.0,1.0,0.0,1438.0,True,-0.34,negative,2
FOX 5 Atlanta,1 injured in shooting near MARTA Five Points Station Friday morning https://t.co/Whpn15X7PZ,2024-03-09T06:10:16.000Z,0.0,0.0,0.0,1018.0,True,-0.4019,negative,1
FOX 5 Atlanta,1 injured in shooting near MARTA Five Points Station Friday morning https://t.co/wxOMU0AuLj,2024-03-08T21:50:19.000Z,7.0,2.0,2.0,1946.0,True,-0.4019,negative,1
FOX 5 Atlanta,Shooting reported near MARTA Five Points Station Friday morning https://t.co/npF4twX6Q4,2024-03-08T13:00:15.000Z,0.0,0.0,0.0,1195.0,True,0.0,neutral,1
FOX 5 Atlanta,Atlanta police are still looking for the person responsible for shooting and killing 31-year-old Valur Valsson shortly before 4:30 p.m. Feb. 23 near the Lindbergh MARTA station on Feb. 23.,2024-03-07T22:40:29.000Z,10.0,3.0,2.0,0.0,True,-0.4767,negative,1
11Alive,"Police activity had a portion of Peachtree Street in Midtown closed early Thursday morning, with protesters against the future Atlanta Public Safety Training Center saying an activist was chained to construction equipment. The situation had Peachtree Street closed in the early morning between 17th Street and West Peachtree Street closed, a couple blocks north of the Arts Center MARTA station.

https://www.11alive.com/article/news/local/peachtree-street-portion-closed-police-activity-cop-city-protesters/85-3b8fe328-509c-49bd-9573-9957c18ff684

11Alive believes that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives.

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe 

Download our 11Alive News app: https://interactive.11alive.com/appredirect/ 
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV. 

Follow 11Alive on Social: 

Facebook: https://www.facebook.com/11Alive/
Twitter (X): https://twitter.com/11AliveNews
Instagram: https://www.instagram.com/11Alive/",2024-03-07T21:24:30.000Z,0.0,0.0,0.0,45.0,True,0.6486,positive,0
11Alive,"According to the Atlanta Business Chronicle, MARTA is still working to finish the design of the project. ---

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-03-07T17:51:58.000Z,1.0,0.0,0.0,97.0,True,0.6486,positive,0
WSB-TV,MARTA police are investigating a shooting that happened at a metro Atlanta station. https://t.co/cg6kgeerOF,2024-03-06T18:15:05.000Z,1.0,3.0,4.0,3815.0,True,0.0,neutral,1
FOX 5 Atlanta,Man critically injured in shooting outside SW Atlanta food mart https://t.co/8Ns8PJpMWx,2024-03-05T11:50:22.000Z,1.0,0.0,0.0,1159.0,True,-0.4019,negative,1
FOX 5 Atlanta,Atlanta police are investigating a deadly shooting in northeast Atlanta on Friday afternoon.,2024-02-24T04:40:24.000Z,23.0,2.0,6.0,0.0,True,0.0,neutral,1
11Alive,"If your organization would like to submit an 'Enjoy Today' video, you can email the video here: whereatlspeaks@11alive.com ----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-02-21T13:58:43.000Z,0.0,0.0,0.0,88.0,True,0.7992,positive,0
Atlanta News First ,"Emergency crews responded to reports of a fire near the I-20 exit to Wesley Chapel Road in Decatur at around 2:21 a.m.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2024-02-12T11:44:53.000Z,3.0,0.0,0.0,160.0,True,-0.2002,negative,2
